step,cliff,top3_mean,mid_mean,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12
16000,1.6594537496566772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24000,3.4312002658843994,1.3161033391952515,0.40636104345321655,1.3444733619689941,1.33487868309021,1.2689578533172607,1.0386124849319458,0.5023109316825867,0.3110214173793793,0.3503459095954895,0.2527199387550354,0.053066495805978775,0.1883414089679718,0.9231162667274475,0.037714626640081406
32000,7.308166980743408,1.5169874429702759,0.30995041131973267,1.563064694404602,1.5658576488494873,1.4220399856567383,0.9374604225158691,0.1522846668958664,0.1688004434108734,0.06317061930894852,0.20618858933448792,0.007359005510807037,0.16812510788440704,1.0369707345962524,0.04919411242008209
48000,4.104780673980713,1.6631011962890625,0.22852905094623566,1.7333828210830688,1.773656964302063,1.4822639226913452,0.5799468159675598,0.1143382340669632,0.1167026162147522,0.048099324107170105,0.18320074677467346,0.00892770104110241,0.15897056460380554,0.7591147422790527,0.08746078610420227
64000,7.330817699432373,1.624699592590332,0.17441067099571228,1.7143211364746094,1.7815653085708618,1.3782122135162354,0.30193695425987244,0.0939994752407074,0.09248887002468109,0.04200197756290436,0.16062237322330475,0.018129631876945496,0.16220158338546753,0.642573893070221,0.055741291493177414
96000,16.714284896850586,1.4077239036560059,0.1487584412097931,1.5041465759277344,1.5754022598266602,1.143622875213623,0.10988732427358627,0.07125788182020187,0.06710095703601837,0.03766942024230957,0.12245554476976395,0.037287116050720215,0.1638619601726532,0.6955353617668152,0.033770326524972916
128000,17.6742000579834,1.2771295309066772,0.13549481332302094,1.3603168725967407,1.4308699369430542,1.0402017831802368,0.09452145546674728,0.06607142835855484,0.0527588352560997,0.03391924500465393,0.11751286685466766,0.04158541187644005,0.15946419537067413,0.5314059257507324,0.12221396714448929
143000,16.75529670715332,1.2143582105636597,0.12830553948879242,1.2919915914535522,1.3613307476043701,0.989752471446991,0.09486960619688034,0.06618960201740265,0.052089132368564606,0.032639771699905396,0.11931153386831284,0.03602362796664238,0.1527104675769806,0.4691058099269867,0.13181030750274658
