step,layer,pos,median,max_over_median,r1_over_r2,cliff,r1_energy_frac,top8
1000,4,4,0.20751953125,4.411764621734619,1.4757969379425049,1.4757969379425049,0.007411503698676825,0.9|0.6|0.6|0.5|0.5|0.5|0.5|0.5
4000,17,0,0.74853515625,105.3202896118164,1.387460470199585,1.400267481803894,0.17627105116844177,78.8|56.8|51.0|49.1|35.1|33.5|32.0|31.5
16000,19,0,1.078460693359375,438.4142150878906,1.5602763891220093,2.792846918106079,0.5353212952613831,472.8|303.0|184.6|115.2|114.0|100.1|86.2|69.9
64000,18,0,1.193603515625,941.6862182617188,2.0020036697387695,3.5883212089538574,0.7528464794158936,1124.0|561.4|255.1|153.6|42.8|30.1|12.4|10.8
143000,18,0,1.191650390625,953.7192993164062,1.9624433517456055,3.682098150253296,0.7702556252479553,1136.5|579.1|157.3|101.2|46.8|39.9|28.9|22.9
