layer,ma_ch,ma_mag,ma_gain,slope,z_bulk,z_loo
0,132,0.31073570251464844,0.10607367753982544,-0.3412948261847446,-0.5501951868747801,-0.5326830206054359
1,359,18.26187515258789,0.32472705841064453,0.0776382209204242,-12.466048129466872,-6.138393172915514
2,207,21.224498748779297,0.7332970499992371,-0.022747283736516456,4.948897930027101,-5.601258550409856
3,207,22.85280418395996,0.3508913516998291,-0.11712258433955303,20.787102492086913,-4.585532034704784
4,207,26.27606201171875,0.3227665424346924,-0.08820401222418138,15.485873395288113,-7.786540152826884
5,207,35.92371368408203,0.38975560665130615,-0.03161338406921886,3.5547780173273957,-5.8556157924524115
6,207,244.3207550048828,0.6914713382720947,-0.0153054666335454,49.88709795974604,12.320026322330929
7,207,160.62643432617188,0.5395140051841736,-0.005127723062326887,3.7125612452784114,0.3590846406166637
