iter,wd,ratio_L,median,w_norm_ma,ch207,ch221,ch468
8900,0.05,68.176,0.9865,9.74096,50.8010,49.3962,32.9724
9000,0.05,66.468,0.9582,9.82105,50.0648,47.6992,32.0953
9100,0.05,68.236,0.9505,9.91279,51.1057,48.3103,31.8925
9200,0.05,69.993,0.9774,10.00346,51.4229,49.5014,33.2024
9300,0.05,68.400,0.9372,10.07828,51.1647,47.4786,31.4760
9400,0.05,68.952,0.9360,10.16598,52.8320,48.4302,31.8283
9500,0.05,68.735,0.9194,10.25309,51.2944,48.6577,32.0819
9600,0.05,71.106,0.9533,10.32735,52.9700,49.3967,32.2743
9700,0.05,70.378,0.9853,10.40604,53.2101,50.2255,32.5862
9800,0.05,72.299,0.9565,10.48346,54.4778,50.3143,32.1525
9900,0.05,70.886,0.9579,10.55086,53.8954,50.4041,32.8133
10000,0.05,74.390,0.9435,10.63605,55.0067,50.4394,32.6129
10100,0.05,70.166,0.9652,10.72000,53.6526,50.7192,32.6898
10200,0.05,73.362,0.9498,10.79054,56.3817,50.2565,32.7567
10300,0.05,74.534,0.9416,10.87229,56.0538,49.9419,31.3839
10400,0.05,72.400,0.9360,10.94699,54.9064,50.7869,32.1808
10500,0.05,74.638,0.9589,11.01793,56.9153,50.6845,32.5160
10600,0.05,73.542,0.9495,11.08044,55.4459,50.5010,31.7698
10700,0.05,72.177,0.9167,11.15299,55.5469,49.8455,31.5040
10800,0.05,72.107,0.9400,11.23040,54.4115,51.6358,31.7271
10900,0.05,75.714,0.9724,11.31031,57.3780,52.9924,32.8700
11000,0.05,75.446,0.9741,11.37208,58.2870,52.2550,32.6574
11100,0.05,75.132,0.9568,11.44029,56.5051,51.8593,31.7194
11200,0.05,74.832,0.9725,11.50278,56.6622,49.0897,30.2668
11300,0.05,76.551,0.9677,11.58060,57.7413,52.1058,31.8863
11400,0.05,77.716,0.9727,11.64007,59.0662,53.2438,32.6385
11500,0.05,79.109,0.9348,11.70785,58.1170,52.2351,31.7310
11600,0.05,80.814,0.9821,11.77052,59.3703,52.3355,32.1423
11700,0.05,78.934,0.9610,11.83800,58.4661,52.9524,32.8359
11800,0.05,78.652,0.9312,11.90517,58.2791,52.5375,32.0200
11900,0.05,78.353,0.9581,11.97511,58.3652,52.4452,31.2545
12000,0.05,78.736,0.9237,12.03609,59.1202,52.8300,31.6816
12100,0.05,79.011,0.9531,12.09439,59.3465,51.8576,30.5675
12200,0.05,81.094,0.9788,12.16255,60.5283,53.7745,32.1838
12300,0.05,81.068,0.9484,12.21886,60.5000,52.9311,31.6311
12400,0.05,78.207,0.9211,12.27541,59.7093,52.7868,31.1769
12500,0.05,81.860,0.9725,12.33896,62.2050,53.3275,31.5341
12600,0.05,81.105,0.9342,12.39958,60.6969,53.8533,31.3310
12700,0.05,83.404,0.9528,12.46968,61.2524,52.8645,30.5133
12800,0.05,81.075,0.9404,12.51474,60.7369,53.3032,31.1301
12900,0.05,83.411,0.9659,12.56458,61.7051,53.7655,30.8959
13000,0.05,82.490,0.9239,12.62189,60.7633,52.5734,30.3146
13100,0.05,83.877,0.9463,12.67770,62.6920,53.1087,31.0659
13200,0.05,84.994,0.9614,12.73639,62.2582,53.4317,31.0265
13300,0.05,82.259,0.9139,12.79614,60.9092,53.4443,30.4477
13400,0.05,83.319,0.9678,12.84073,60.9936,53.8526,31.6141
13500,0.05,83.109,0.9356,12.88204,62.4147,53.3882,30.1054
13600,0.05,82.795,0.9817,12.93120,62.1302,53.9922,31.0358
13700,0.05,82.767,0.9449,12.98539,61.7705,52.9410,30.4107
13800,0.05,84.691,0.9781,13.03438,63.5828,54.2882,31.2744
13900,0.05,83.103,0.9384,13.09126,62.0048,53.1254,29.9170
14000,0.05,85.305,0.9509,13.13401,63.9071,54.3006,30.7583
14100,0.05,86.044,0.9417,13.18355,64.1383,54.3559,30.6253
14200,0.05,86.834,0.9417,13.23232,64.3006,53.8740,30.8819
14300,0.05,85.774,0.9361,13.27621,63.8481,52.9759,29.9364
14400,0.05,83.799,0.9311,13.31722,62.3567,51.8484,29.4582
14500,0.05,84.116,0.9260,13.36791,62.9847,53.3098,29.5200
14600,0.05,86.095,0.9469,13.41333,63.5710,54.9936,30.8035
14700,0.05,85.660,0.9325,13.46490,63.6937,53.5189,29.4001
14800,0.05,86.276,0.9462,13.50796,63.9201,53.4936,29.7550
14900,0.05,86.643,0.9181,13.55245,63.0772,53.2114,29.5428
15000,0.05,84.987,0.8964,13.59762,63.1044,52.5450,28.5197
15100,0.05,87.463,0.9335,13.65276,64.0744,53.9260,30.1249
15200,0.05,87.601,0.9232,13.69351,63.3049,52.7632,28.8220
15300,0.05,88.264,0.9011,13.74280,64.4605,53.5718,29.6605
15400,0.05,85.934,0.9109,13.77834,64.1358,53.4480,28.9670
15500,0.05,86.724,0.9072,13.81896,63.6327,53.3482,29.1185
15600,0.05,89.060,0.9353,13.86273,65.4273,54.7004,29.4284
15700,0.05,89.000,0.9340,13.91175,64.4050,53.1601,28.6691
15800,0.05,89.847,0.9171,13.95218,63.8343,53.3916,28.7310
15900,0.05,91.242,0.9189,13.99096,65.0493,53.6777,28.4029
16000,0.05,88.557,0.9384,14.02060,64.7913,54.6781,29.1325
16100,0.05,89.408,0.9205,14.05940,64.0519,53.4629,28.4913
16200,0.05,90.461,0.9094,14.09697,64.6130,52.2088,27.7863
16300,0.05,89.854,0.9236,14.12844,64.3127,54.1163,28.8014
16400,0.05,88.610,0.8993,14.16811,63.8126,52.9838,27.6760
16500,0.05,90.185,0.9081,14.20073,63.3520,51.6961,27.3211
16600,0.05,89.604,0.8944,14.23431,64.2879,53.2173,27.9600
16700,0.05,90.922,0.9087,14.26396,64.6046,52.8037,28.1435
16800,0.05,91.583,0.9058,14.30161,65.7498,54.6844,29.0189
16900,0.05,89.591,0.9038,14.33542,63.9321,52.3857,28.0083
17000,0.05,88.574,0.8712,14.36967,63.2349,52.2915,27.1300
17100,0.05,91.536,0.8933,14.38532,64.6099,53.6977,27.6453
17200,0.05,89.862,0.8921,14.42059,64.3257,52.3910,27.2759
17300,0.05,88.595,0.8775,14.45385,63.1566,53.4822,27.5209
17400,0.05,88.780,0.8958,14.48496,63.7371,53.2895,27.7309
17500,0.05,90.186,0.8782,14.52056,63.2916,52.8817,26.9738
17600,0.05,90.588,0.9032,14.54604,64.0251,52.9828,27.2094
17700,0.05,89.794,0.8872,14.57731,63.5967,52.5641,27.5074
17800,0.05,90.909,0.8768,14.60431,64.1869,53.3126,26.3794
17900,0.05,91.284,0.8616,14.64608,63.7212,52.2751,26.6991
18000,0.05,91.611,0.8694,14.66974,63.8376,52.2857,26.8575
18100,0.05,93.293,0.8794,14.69453,63.7437,52.3558,26.2836
18200,0.05,93.024,0.8680,14.72373,64.0839,52.9929,26.8164
18300,0.05,90.776,0.8803,14.74562,62.3452,50.9133,26.2569
18400,0.05,92.159,0.8496,14.77806,63.0430,52.3931,26.3219
18500,0.05,91.575,0.8687,14.80847,62.8200,52.3257,26.5263
18600,0.05,92.885,0.8947,14.82248,64.0347,51.7978,26.2678
18700,0.05,93.518,0.8795,14.84779,64.1855,52.7967,26.7528
18800,0.05,93.416,0.8491,14.88252,64.0532,52.4653,26.3177
18900,0.05,91.519,0.8544,14.90774,63.3324,51.7736,25.5658
19000,0.05,94.271,0.8694,14.93152,64.8071,52.5009,26.1836
19100,0.05,94.189,0.8519,14.95315,64.0028,51.9085,25.6161
19200,0.05,95.355,0.8481,14.97668,64.4498,51.4902,24.9276
19300,0.05,93.520,0.8446,14.99654,63.3440,52.0489,25.8072
19400,0.05,91.466,0.8168,15.02041,62.4837,50.4946,24.7178
19500,0.05,93.119,0.8738,15.03921,64.0044,52.7176,25.6630
19600,0.05,94.483,0.8431,15.06449,64.6075,52.4370,25.6944
19700,0.05,92.477,0.8673,15.08168,63.1553,52.5774,24.9985
19800,0.05,94.549,0.8287,15.10420,63.9665,52.0858,25.3022
19900,0.05,93.889,0.8358,15.12586,63.6134,51.1587,25.0609
20000,0.05,94.282,0.8579,15.14488,63.8719,51.3849,25.2017
20100,0.05,94.643,0.8450,15.16185,63.5950,52.1972,25.3324
20200,0.05,92.973,0.8437,15.17859,63.3445,51.1789,24.3789
20300,0.05,91.888,0.8329,15.19836,61.7743,50.3725,24.3466
20400,0.05,95.770,0.8340,15.22417,63.3447,51.5082,24.8483
20500,0.05,93.563,0.8273,15.23484,62.5416,50.4284,24.1029
20600,0.05,92.547,0.8370,15.24612,61.6234,50.0103,24.1575
20700,0.05,93.261,0.8227,15.26009,63.0007,51.6577,24.5437
20800,0.05,92.101,0.8281,15.27918,61.9133,50.1738,24.1347
20900,0.05,94.786,0.8359,15.29159,63.5402,52.0346,24.9309
21000,0.05,92.796,0.8310,15.31420,60.9212,50.3124,23.8812
21100,0.05,92.066,0.8225,15.32330,61.2129,49.5520,24.0390
21200,0.05,95.200,0.8253,15.33884,62.7815,50.3277,24.1469
21300,0.05,93.906,0.8229,15.35514,62.3016,50.5494,23.7589
21400,0.05,93.925,0.8267,15.36472,61.7377,50.7290,23.9620
21500,0.05,95.023,0.8296,15.37952,63.1888,51.3806,24.3125
21600,0.05,93.365,0.7846,15.39765,61.4741,49.0760,23.4158
21700,0.05,92.623,0.8108,15.40640,60.9333,49.9479,23.6702
21800,0.05,92.886,0.7938,15.41975,61.4909,49.6474,23.6732
21900,0.05,93.662,0.8278,15.43473,61.2946,48.4795,23.5290
22000,0.05,94.116,0.7931,15.44384,61.3649,49.4550,23.4700
22100,0.05,94.599,0.8200,15.45696,61.4333,48.9004,22.9343
22200,0.05,95.421,0.8104,15.46920,61.5745,48.6123,23.3306
22300,0.05,92.736,0.8019,15.47411,60.7247,49.7197,23.0623
22400,0.05,93.108,0.8006,15.48802,60.5121,49.2326,22.8084
22500,0.05,93.611,0.7970,15.50436,60.2505,48.0311,22.0558
22600,0.05,93.815,0.7883,15.50965,60.9858,48.9207,22.6931
22700,0.05,92.828,0.7853,15.51931,59.5370,47.9678,22.7263
22800,0.05,93.847,0.7992,15.52780,60.5031,48.3912,22.9598
22900,0.05,94.193,0.7995,15.53476,60.5484,48.2741,22.9879
23000,0.05,94.964,0.7946,15.54269,61.0063,49.3563,23.5910
23100,0.05,94.407,0.7875,15.55048,60.1303,48.3064,22.9344
23200,0.05,94.350,0.7711,15.55712,60.2913,48.1741,22.6254
23300,0.05,93.262,0.7710,15.56770,59.0752,48.3747,22.1720
23400,0.05,93.575,0.7801,15.57610,59.5625,48.3679,22.3006
23500,0.05,95.385,0.7708,15.58916,59.9457,48.0277,22.1898
23600,0.05,93.794,0.7722,15.59299,59.3811,48.3953,22.4462
23700,0.05,93.511,0.7698,15.59950,59.3998,48.2584,22.6061
23800,0.05,93.950,0.7635,15.60629,59.6583,48.3451,22.5674
23900,0.05,92.970,0.7725,15.61551,59.0697,47.9194,22.5736
24000,0.05,94.049,0.7703,15.62261,59.1999,47.7785,22.2600
