iter,wd,ratio_L,median,w_norm_ma,ch207,ch221,ch468
10600,0.1,66.419,0.8389,9.55252,42.9281,39.1087,24.8040
10700,0.1,65.389,0.8111,9.59928,42.6640,38.7307,24.5095
10800,0.1,65.259,0.8446,9.65388,41.8898,39.8044,24.5662
10900,0.1,67.085,0.8224,9.71236,43.2859,40.5250,25.5519
11000,0.1,66.455,0.8495,9.74711,43.7758,40.3588,25.6230
11100,0.1,66.363,0.8462,9.79288,43.2156,40.2978,24.7046
11200,0.1,67.903,0.8563,9.83212,43.7467,38.6289,23.9350
11300,0.1,69.687,0.8535,9.88392,44.3091,41.6651,25.7695
11400,0.1,69.264,0.8376,9.91760,45.2583,40.9341,25.5278
11500,0.1,73.127,0.8225,9.95974,45.1400,40.4000,24.5782
11600,0.1,72.861,0.8397,9.99892,45.4731,40.1769,24.6750
11700,0.1,71.667,0.8139,10.04158,44.9675,40.7112,25.3989
11800,0.1,69.459,0.7935,10.08510,44.1751,39.9965,24.5491
11900,0.1,70.963,0.8115,10.13318,44.4135,39.8373,23.7855
12000,0.1,68.731,0.7846,10.16924,43.9148,40.1102,23.9420
12100,0.1,71.478,0.8244,10.19809,44.8042,39.9456,23.4774
12200,0.1,70.354,0.8094,10.24191,44.4969,40.4310,24.0101
12300,0.1,72.455,0.8271,10.26848,45.0195,40.2136,23.9095
12400,0.1,71.210,0.7933,10.30181,45.1681,39.4131,23.0885
12500,0.1,71.420,0.7994,10.34040,45.6730,39.7976,23.3140
12600,0.1,72.749,0.8023,10.37479,45.4849,40.9888,23.8270
12700,0.1,72.692,0.8055,10.41304,44.9992,39.6557,22.8648
12800,0.1,70.911,0.8048,10.43528,44.5050,40.1704,23.1063
12900,0.1,74.426,0.8346,10.46395,46.2574,40.2778,23.5369
13000,0.1,71.562,0.7852,10.50214,43.7545,39.0065,21.9063
13100,0.1,71.127,0.7873,10.52719,45.0989,39.2732,22.8608
13200,0.1,74.235,0.8210,10.55877,45.6302,38.5490,22.0303
13300,0.1,72.047,0.7692,10.59425,44.3713,39.0690,21.9484
13400,0.1,73.208,0.8231,10.61729,44.8497,39.5148,22.9982
13500,0.1,73.350,0.8122,10.64251,45.7031,39.6761,22.1135
13600,0.1,72.741,0.8181,10.66203,44.5017,39.0263,22.1215
13700,0.1,71.649,0.8083,10.69232,43.7217,38.8883,21.8283
13800,0.1,74.497,0.8181,10.72109,46.1070,40.1244,22.6859
13900,0.1,73.214,0.7746,10.75049,44.8049,39.2505,21.6436
14000,0.1,73.800,0.7996,10.76613,45.5928,39.5698,21.9848
14100,0.1,75.239,0.7748,10.79993,45.5763,39.1224,21.6906
14200,0.1,74.584,0.8000,10.82265,45.6130,38.8691,21.8322
14300,0.1,75.252,0.7761,10.84773,45.7440,38.4282,20.9946
14400,0.1,73.695,0.7831,10.86863,44.6567,38.0772,21.1502
14500,0.1,73.785,0.7934,10.89529,45.1322,39.0398,21.6897
14600,0.1,74.593,0.7824,10.91452,44.2691,38.9795,21.4373
14700,0.1,74.172,0.7863,10.94433,44.4453,38.6377,20.5779
14800,0.1,72.513,0.7919,10.96104,44.8233,38.3049,20.7019
14900,0.1,74.965,0.7708,10.98482,44.9065,38.6310,21.0727
15000,0.1,72.495,0.7539,11.01121,44.2699,37.9389,20.1466
15100,0.1,75.289,0.7674,11.03525,45.0608,38.9412,21.4064
15200,0.1,73.793,0.7793,11.04873,44.2628,38.1385,19.9851
15300,0.1,74.718,0.7560,11.07647,45.1511,38.8246,21.3198
15400,0.1,75.251,0.7475,11.09238,44.9382,38.6139,20.2670
15500,0.1,75.559,0.7476,11.11249,44.6946,37.7830,20.0666
15600,0.1,76.531,0.7641,11.12812,45.6828,39.1541,20.2008
15700,0.1,76.208,0.7571,11.14517,44.9451,37.8489,19.7133
15800,0.1,77.228,0.7463,11.16717,44.0196,37.4526,19.3689
15900,0.1,78.419,0.7725,11.17889,44.7977,37.5660,19.1470
16000,0.1,74.925,0.7626,11.18754,43.8122,38.1553,19.5362
16100,0.1,76.535,0.7595,11.20854,44.0378,37.8131,19.4703
16200,0.1,76.856,0.7506,11.22310,44.6960,36.9803,19.1101
16300,0.1,77.022,0.7618,11.24065,44.5345,37.9098,19.1938
16400,0.1,75.602,0.7328,11.25863,44.4949,37.3188,18.6173
16500,0.1,75.390,0.7262,11.26408,42.9727,36.8777,18.6766
16600,0.1,76.592,0.7208,11.27999,43.9113,37.4535,19.0418
16700,0.1,76.635,0.7503,11.28982,43.8249,37.0177,18.9428
16800,0.1,78.415,0.7376,11.30378,44.5995,37.7414,19.1447
16900,0.1,75.125,0.7322,11.31742,43.0285,36.7360,18.6159
17000,0.1,75.320,0.7118,11.32875,42.8324,36.8184,18.1237
17100,0.1,76.568,0.7374,11.32406,43.5182,36.8889,18.2457
17200,0.1,76.857,0.7199,11.33857,43.5775,36.3964,18.1388
17300,0.1,75.173,0.7270,11.35066,43.1529,37.3107,18.6510
17400,0.1,74.526,0.7216,11.36982,42.5325,36.1716,17.8585
17500,0.1,76.141,0.7042,11.38313,43.1817,36.3552,17.6870
17600,0.1,76.869,0.7496,11.38649,42.7757,37.1431,18.0394
17700,0.1,76.000,0.7118,11.39919,42.5391,36.1018,18.0765
17800,0.1,76.983,0.7235,11.41532,42.7769,36.2779,17.2044
17900,0.1,74.901,0.6892,11.43417,42.1549,36.1514,17.6344
18000,0.1,76.037,0.7028,11.43577,42.2139,35.5114,17.1308
18100,0.1,75.870,0.7193,11.43891,42.3219,36.1812,17.2129
18200,0.1,76.802,0.7076,11.44665,43.0581,36.5084,17.5092
18300,0.1,74.810,0.7034,11.45313,41.7672,34.7152,17.0252
18400,0.1,73.738,0.6666,11.46984,40.5790,34.9600,16.4749
18500,0.1,76.301,0.6983,11.47631,41.2704,34.8759,16.7137
18600,0.1,78.439,0.7158,11.47426,42.0030,35.2388,16.8132
18700,0.1,77.996,0.7155,11.48432,42.3996,35.3793,17.0780
18800,0.1,76.986,0.6886,11.49378,41.9367,35.6796,16.7210
18900,0.1,77.263,0.6912,11.50488,41.8475,35.2530,16.3579
19000,0.1,78.058,0.6969,11.50870,41.9248,35.2307,16.5065
19100,0.1,76.747,0.6807,11.51263,41.6991,34.9174,16.3717
19200,0.1,78.642,0.6806,11.52073,42.2723,34.5232,15.6761
19300,0.1,76.277,0.6784,11.52472,40.7078,35.0038,16.0477
19400,0.1,75.819,0.6642,11.52707,40.7765,34.1001,15.6196
19500,0.1,77.664,0.6870,11.53373,41.4558,34.8050,15.7504
19600,0.1,77.802,0.6746,11.53525,41.9491,35.2310,16.1780
19700,0.1,78.111,0.7000,11.53602,41.3787,35.1944,15.6168
19800,0.1,76.798,0.6752,11.54063,41.1275,34.5229,15.2946
19900,0.1,77.258,0.6646,11.54657,41.2466,33.8123,15.5857
20000,0.1,77.819,0.6779,11.54934,41.0301,33.5398,15.0352
20100,0.1,78.854,0.6844,11.55059,41.5285,34.3948,15.4722
20200,0.1,78.301,0.6879,11.55392,41.3218,34.2189,15.2400
20300,0.1,76.029,0.6696,11.55594,39.4017,33.2962,14.6851
20400,0.1,79.505,0.6529,11.56743,40.4241,33.8099,15.0384
20500,0.1,77.205,0.6522,11.56209,39.8883,32.8339,14.4587
20600,0.1,76.654,0.6604,11.56205,39.5474,32.9257,14.5979
20700,0.1,78.836,0.6546,11.56386,41.1331,33.8646,14.8863
20800,0.1,77.452,0.6439,11.56608,39.9121,32.9867,14.4771
20900,0.1,78.269,0.6561,11.56406,40.2412,33.6773,14.9658
21000,0.1,76.488,0.6532,11.56974,38.5491,32.5681,14.3307
21100,0.1,75.706,0.6383,11.56788,39.2515,32.5855,14.4076
21200,0.1,76.718,0.6423,11.56629,39.4149,32.1134,14.1091
21300,0.1,77.420,0.6478,11.56247,39.4127,32.6476,13.9655
21400,0.1,75.733,0.6233,11.56235,38.2162,31.6202,13.6544
21500,0.1,79.311,0.6524,11.56101,39.9675,32.5163,14.1149
21600,0.1,75.708,0.6283,11.56558,38.5488,31.3230,13.4825
21700,0.1,77.394,0.6513,11.56186,38.5196,32.4170,14.1186
21800,0.1,75.689,0.6335,11.56126,39.1115,31.9584,13.9313
21900,0.1,77.103,0.6585,11.56423,38.6989,30.5865,13.7381
22000,0.1,76.877,0.6319,11.56014,38.9297,31.5955,13.6122
22100,0.1,78.232,0.6398,11.55979,38.6171,31.5546,13.2809
22200,0.1,77.833,0.6301,11.55665,38.6329,30.9196,13.6589
22300,0.1,77.556,0.6379,11.55503,38.2753,31.9365,13.4179
22400,0.1,75.779,0.6315,11.55742,37.7526,31.5640,13.3381
22500,0.1,77.187,0.6372,11.55809,37.7578,30.8137,12.7741
22600,0.1,76.310,0.6055,11.55378,37.6421,31.2735,12.7768
22700,0.1,76.068,0.6039,11.55619,37.0302,30.1000,12.8458
22800,0.1,78.117,0.6196,11.55052,37.3702,30.6758,13.0450
22900,0.1,78.482,0.6329,11.54756,37.8963,30.3796,12.8389
23000,0.1,78.245,0.6378,11.54611,38.6623,31.3313,13.7540
23100,0.1,76.530,0.6100,11.54111,37.0297,30.2526,13.0579
23200,0.1,78.947,0.6146,11.53220,37.8896,30.5485,13.0308
23300,0.1,74.498,0.5914,11.53301,36.1582,30.3423,12.4461
23400,0.1,77.799,0.6098,11.52655,36.9194,30.1435,12.3996
23500,0.1,76.588,0.6039,11.52915,36.7405,30.4496,12.5822
23600,0.1,75.777,0.6021,11.52393,36.2686,30.2438,12.5188
23700,0.1,77.280,0.5984,11.51912,37.1371,30.2896,13.0218
23800,0.1,77.417,0.5996,11.51546,36.8770,30.0507,12.7305
23900,0.1,76.168,0.5963,11.51428,36.2180,29.9305,12.8207
24000,0.1,75.391,0.5969,11.50974,36.4293,29.7584,12.7169
