iter,wd,ratio_L,median,w_norm_ma,ch207,ch221,ch468
10700,0.2,54.838,0.6119,7.27395,27.4898,22.7026,14.0199
10800,0.2,56.427,0.6418,7.30071,27.3583,23.9850,14.3505
10900,0.2,59.748,0.6639,7.32222,29.8419,25.8347,16.0423
11000,0.2,58.166,0.6642,7.33941,28.9935,24.5205,15.2710
11100,0.2,56.969,0.6602,7.35740,28.2562,24.8308,14.8312
11200,0.2,60.976,0.6743,7.37786,29.3775,23.9696,14.4159
11300,0.2,57.923,0.6431,7.39113,27.5593,24.8745,14.4604
11400,0.2,62.138,0.6810,7.40192,29.8286,24.5673,14.9918
11500,0.2,62.044,0.6452,7.41435,29.0101,24.0377,14.0576
11600,0.2,62.425,0.6531,7.42995,28.8721,23.7975,14.0169
11700,0.2,61.565,0.6336,7.44909,28.6726,23.8960,14.3403
11800,0.2,59.094,0.6306,7.47199,28.6387,22.9834,13.7690
11900,0.2,59.569,0.6210,7.47685,28.3652,23.6396,13.5715
12000,0.2,58.719,0.6145,7.48979,26.9593,23.6872,13.5051
12100,0.2,59.219,0.6254,7.48891,27.7527,23.4590,12.9915
12200,0.2,61.896,0.6358,7.49893,28.5350,24.2354,13.7973
12300,0.2,63.014,0.6317,7.50630,28.6473,23.3395,13.1115
12400,0.2,60.129,0.6200,7.51566,28.0657,22.7556,12.4625
12500,0.2,61.094,0.6121,7.52430,28.4493,23.5135,12.8580
12600,0.2,63.577,0.6184,7.53673,28.5929,24.0382,13.1570
12700,0.2,61.705,0.6152,7.55299,28.1114,22.3613,12.3380
12800,0.2,61.222,0.6068,7.55729,28.0941,23.4827,12.4277
12900,0.2,64.897,0.6307,7.56159,28.6399,23.0797,12.3856
13000,0.2,62.586,0.6030,7.57088,28.0515,22.6618,11.8565
13100,0.2,60.058,0.5943,7.57346,28.0999,22.5721,12.4721
13200,0.2,64.932,0.6240,7.58563,28.8337,22.1768,11.7770
13300,0.2,61.563,0.5854,7.59673,27.4258,22.0914,11.5050
13400,0.2,63.421,0.6040,7.60003,27.8860,22.3282,12.0661
13500,0.2,64.978,0.6108,7.60142,28.9167,22.6231,11.8395
13600,0.2,62.183,0.6133,7.59871,27.1343,22.0080,11.4427
13700,0.2,63.063,0.6128,7.60902,26.5368,22.2694,11.3471
13800,0.2,65.176,0.6317,7.62076,29.0129,22.1356,11.7624
13900,0.2,60.465,0.5861,7.62738,25.7277,21.3167,10.2498
14000,0.2,61.573,0.5815,7.62567,26.8252,21.9901,10.9226
14100,0.2,63.046,0.5922,7.63451,27.0436,21.5253,10.8569
14200,0.2,64.435,0.6037,7.63286,28.0429,21.4485,10.7042
14300,0.2,64.280,0.5666,7.64073,27.6654,20.9635,10.3147
14400,0.2,62.244,0.5988,7.64291,26.6511,21.4552,10.5973
14500,0.2,63.813,0.5921,7.64362,27.6211,20.8106,10.7037
14600,0.2,61.722,0.5568,7.64250,25.8085,21.2302,10.3486
14700,0.2,62.614,0.5799,7.65104,26.3358,21.0589,10.2327
14800,0.2,63.097,0.5860,7.64897,27.2936,21.0463,10.2233
14900,0.2,64.682,0.5809,7.65983,27.3640,21.0741,10.1726
15000,0.2,61.425,0.5549,7.66094,27.0119,20.7123,9.9438
15100,0.2,65.288,0.5708,7.66524,27.0926,20.7916,9.8287
15200,0.2,62.591,0.5838,7.66081,25.7526,20.3308,9.0269
15300,0.2,65.114,0.5604,7.67075,26.7924,20.9069,9.7119
15400,0.2,65.200,0.5511,7.67119,26.7377,21.1368,9.5541
15500,0.2,66.289,0.5602,7.66871,27.1746,20.4298,9.4975
15600,0.2,64.565,0.5628,7.66141,26.5997,20.5850,9.4180
15700,0.2,65.853,0.5687,7.66067,26.7802,20.1690,9.3388
15800,0.2,64.440,0.5540,7.66305,25.6057,20.2196,8.9754
15900,0.2,66.119,0.5574,7.66550,26.1726,20.1149,8.6850
16000,0.2,63.145,0.5521,7.65824,25.8330,20.5713,8.8239
16100,0.2,63.551,0.5390,7.66109,25.6542,19.4824,8.7727
16200,0.2,65.962,0.5462,7.66665,25.7370,19.7170,8.6126
16300,0.2,64.176,0.5567,7.66203,25.0483,19.5311,8.4646
16400,0.2,62.930,0.5359,7.66946,25.6104,19.7024,8.5256
16500,0.2,64.820,0.5382,7.66587,25.3511,19.7300,8.5664
16600,0.2,61.576,0.5250,7.66768,24.9882,19.4461,8.2107
16700,0.2,62.712,0.5366,7.66344,25.5623,19.1297,8.0260
16800,0.2,63.743,0.5268,7.66641,25.0218,19.3776,7.9928
16900,0.2,60.726,0.5282,7.65988,24.0280,18.8517,7.8000
17000,0.2,62.817,0.5078,7.66054,24.8310,18.7690,7.6810
17100,0.2,61.777,0.5168,7.64621,24.5028,19.1372,7.5963
17200,0.2,62.709,0.5178,7.64487,24.6496,18.8760,7.9224
17300,0.2,64.042,0.5246,7.64437,24.6568,19.0321,7.1276
17400,0.2,61.372,0.5109,7.65147,24.0395,17.8507,7.0815
17500,0.2,62.134,0.5008,7.64633,24.8195,18.8453,7.3207
17600,0.2,62.811,0.5301,7.63303,23.9567,18.2967,7.0160
17700,0.2,61.392,0.4959,7.63579,23.6635,17.8094,7.3241
17800,0.2,61.918,0.5047,7.63340,23.7441,18.1517,6.9255
17900,0.2,61.606,0.4901,7.63885,23.8425,18.2413,6.9923
18000,0.2,61.153,0.5005,7.63174,23.3550,17.2909,6.6291
18100,0.2,62.110,0.5208,7.62548,22.6072,17.4214,6.1734
18200,0.2,63.256,0.5169,7.62375,23.9159,17.4996,6.6449
18300,0.2,61.042,0.5008,7.62080,22.8692,17.1458,6.8169
18400,0.2,61.516,0.4738,7.62310,22.2505,17.4033,6.2377
18500,0.2,62.054,0.5013,7.61928,22.5293,16.9050,6.0972
18600,0.2,63.079,0.4956,7.60661,22.9918,16.8446,6.1921
18700,0.2,62.732,0.5103,7.60008,23.1590,17.5229,6.5418
18800,0.2,61.305,0.4897,7.59888,22.7496,17.2197,5.8568
18900,0.2,61.189,0.4825,7.59393,22.4122,16.9286,5.9930
19000,0.2,61.406,0.4825,7.58690,22.4355,16.9193,6.1011
19100,0.2,61.750,0.4783,7.57857,22.7655,16.6507,5.9572
19200,0.2,61.054,0.4838,7.58008,22.1901,16.7415,5.4575
19300,0.2,62.185,0.4707,7.57724,21.9062,16.4838,5.3391
19400,0.2,60.454,0.4714,7.57004,21.4819,16.2191,5.3202
19500,0.2,62.284,0.4950,7.56412,22.2442,16.8583,5.6732
19600,0.2,62.210,0.4720,7.56067,22.9156,17.1186,5.8862
19700,0.2,62.187,0.4851,7.55595,21.4533,16.5278,5.0191
19800,0.2,62.519,0.4632,7.55173,21.7807,16.2191,5.4272
19900,0.2,64.844,0.4756,7.54603,22.7684,16.5833,5.8052
20000,0.2,62.788,0.4914,7.53996,21.9771,15.6509,5.1191
20100,0.2,63.432,0.4822,7.53318,21.9247,16.2844,5.3068
20200,0.2,61.696,0.4624,7.52867,21.4645,15.7665,5.0274
20300,0.2,60.770,0.4855,7.52332,20.7088,15.5141,4.8839
20400,0.2,61.188,0.4642,7.52512,20.8179,15.6101,4.9428
20500,0.2,61.279,0.4648,7.51221,21.0121,15.6425,5.0655
20600,0.2,63.361,0.4701,7.50636,21.1713,15.6136,5.1513
20700,0.2,64.303,0.4699,7.49846,21.8047,15.5700,4.7705
20800,0.2,61.163,0.4560,7.49412,20.8741,15.3750,4.7982
20900,0.2,61.724,0.4454,7.48627,20.7873,15.2103,4.5372
21000,0.2,59.193,0.4514,7.47992,19.6649,14.8450,4.3571
21100,0.2,60.583,0.4552,7.47067,20.4607,15.0237,4.5364
21200,0.2,64.072,0.4595,7.45991,21.0104,14.9355,4.5527
21300,0.2,60.108,0.4529,7.45255,20.0371,14.5223,4.0475
21400,0.2,59.643,0.4400,7.44626,19.8488,14.7581,4.4370
21500,0.2,62.024,0.4425,7.43730,19.9236,14.7719,4.1174
21600,0.2,58.449,0.4377,7.43795,19.4727,14.1456,4.1114
21700,0.2,59.285,0.4319,7.42614,19.3076,14.3660,4.2809
21800,0.2,58.207,0.4275,7.41786,19.6788,14.3099,4.3539
21900,0.2,60.616,0.4495,7.40899,19.6379,14.1207,4.3237
22000,0.2,59.137,0.4251,7.39972,19.6641,14.1666,3.9634
22100,0.2,59.662,0.4316,7.39248,19.8694,14.1643,4.1273
22200,0.2,60.773,0.4355,7.38544,19.9256,13.9049,4.2622
22300,0.2,61.840,0.4502,7.37927,19.6431,14.4144,4.1761
22400,0.2,60.295,0.4275,7.37392,19.1719,13.8390,3.8193
22500,0.2,62.676,0.4339,7.36942,19.4072,13.7474,3.7266
22600,0.2,59.957,0.4232,7.36115,18.7812,13.5017,3.4665
22700,0.2,59.573,0.4159,7.35545,18.5936,13.2467,3.8919
22800,0.2,61.736,0.4139,7.34535,18.9965,13.2926,4.0146
22900,0.2,60.227,0.4243,7.33758,18.6234,13.2915,3.7408
23000,0.2,62.531,0.4265,7.32639,19.5367,13.6574,4.0701
23100,0.2,60.278,0.4148,7.31779,18.7933,13.2301,3.8179
23200,0.2,60.253,0.4094,7.31108,18.5212,12.9554,3.5784
23300,0.2,57.930,0.3997,7.30250,18.1666,13.0977,3.5601
23400,0.2,60.445,0.4150,7.29113,18.6819,13.1052,3.6309
23500,0.2,61.284,0.4212,7.29075,18.5641,13.1612,3.4925
23600,0.2,58.657,0.4095,7.28301,17.6068,13.1122,3.5828
23700,0.2,59.831,0.4006,7.26856,18.0751,13.0669,3.8069
23800,0.2,59.192,0.4025,7.26027,18.1831,12.6512,3.4725
23900,0.2,59.138,0.4046,7.25326,17.4809,12.6181,3.4104
24000,0.2,60.073,0.4039,7.24769,18.4018,12.7322,3.6024
