iter,wd,ratio_L,median,ch207,ch221,ch468
16200,0.05,89.307,0.9111,63.9294,52.5138,27.7092
16400,0.05,88.859,0.8978,64.0650,53.4863,28.0051
16600,0.05,90.173,0.9013,64.4722,54.3408,28.7928
16800,0.05,90.875,0.8872,65.0379,54.0065,28.6026
17000,0.05,89.451,0.8773,63.6492,53.0756,27.6438
17200,0.05,91.323,0.9001,64.7489,52.7564,27.4753
17400,0.05,88.516,0.9106,63.8032,53.3852,27.8398
17600,0.05,90.826,0.9072,63.7780,53.8962,27.5217
17800,0.05,90.728,0.8780,64.0395,53.8907,26.5295
18000,0.05,91.486,0.8730,63.8962,52.2448,26.5046
18200,0.05,92.760,0.8814,64.7525,53.8268,27.1688
18400,0.05,90.456,0.8536,62.5420,52.4621,26.3585
18600,0.05,92.539,0.8966,63.8262,52.6998,26.5349
18800,0.05,92.851,0.8551,63.8176,53.2274,26.3200
19000,0.05,92.850,0.8721,64.0077,52.5839,26.2194
19200,0.05,94.715,0.8450,64.1733,52.1070,25.2699
19400,0.05,91.908,0.8331,62.7375,51.8480,25.5780
19600,0.05,95.254,0.8406,64.8576,53.1051,26.3364
19800,0.05,94.877,0.8623,64.4501,52.3434,25.1562
20000,0.05,94.641,0.8604,64.0188,51.9948,25.6745
20200,0.05,92.920,0.8629,63.4582,51.3222,24.4048
20400,0.05,96.525,0.8422,63.0320,51.2478,24.5937
20600,0.05,93.691,0.8582,62.5745,50.9800,24.4433
20800,0.05,91.926,0.8167,61.7613,50.3984,24.0500
21000,0.05,93.002,0.8287,61.3085,50.4840,24.0588
21200,0.05,94.016,0.8225,62.1442,50.2653,24.0419
21400,0.05,93.007,0.8076,60.9687,50.2640,23.7548
21600,0.05,93.271,0.7801,61.1280,49.4311,23.4611
21800,0.05,93.606,0.7854,61.3144,49.5862,23.4951
22000,0.05,95.303,0.8023,61.5847,49.7896,23.4609
22200,0.05,96.269,0.8015,61.6285,49.2248,23.4909
22400,0.05,93.737,0.8025,60.4078,49.7710,22.9868
22600,0.05,93.649,0.7937,60.6859,49.4101,22.6355
22800,0.05,95.120,0.7878,60.4644,48.7195,23.2412
23000,0.05,95.808,0.7985,61.1519,49.6388,23.6952
23200,0.05,94.625,0.7768,60.2592,48.6792,23.0364
23400,0.05,94.313,0.7829,59.4239,48.3679,22.2004
23600,0.05,92.394,0.7766,58.9275,48.7177,22.6856
23800,0.05,94.952,0.7811,60.1458,48.4524,22.5668
24000,0.05,93.295,0.7678,58.7822,47.7834,22.3718
